"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Chromosome"	"WikiPathways"	"KEGG Pathways"	"Number of Razor Peptides"	"Abundances Grouped F1 126"	"Abundances Grouped F1 127"	"Abundances Grouped F1 128"	"Abundances Grouped F1 129"	"Abundances Grouped F1 130"	"Abundances Grouped F1 131"	"Found in Sample in S1 F1 126 Sample"	"Found in Sample in S2 F1 127 Sample"	"Found in Sample in S3 F1 128 Sample"	"Found in Sample in S4 F1 129 Sample"	"Found in Sample in S5 F1 130 Sample"	"Found in Sample in S6 F1 131 Sample"	"Modifications"
"False"	"IsMasterProtein"	"Q13263"	"Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5"	"7"	"5"	"21"	"5"	"1"	"835"	"88.5"	"5.77"	"31.65"	"5"	"cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus"	"chromosome;nucleus"	"catalytic activity;DNA binding;metal ion binding;protein binding;RNA binding"	"Pf00628, Pf00643"	"10155"	"ENSG00000130726.11"	"TRIM28"	"19"	"Corticotropin-releasing hormone signaling pathway; Mesodermal Commitment Pathway; ATM Signaling Network in Development and Disease"	""	"0"	"463.4"	"596.0"	"518.0"	"244.5"	"242.3"	"310.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P02768"	"Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2"	"8"	"5"	"19"	"3"	"1"	"609"	"69.3"	"6.28"	"31.34"	"5"	"cell communication;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;endoplasmic reticulum;extracellular;Golgi;nucleus;organelle lumen"	"antioxidant activity;catalytic activity;DNA binding;metal ion binding;protein binding"	"Pf00273"	"213"	"ENSG00000163631.16"	"ALB"	"4"	"Vitamin B12 Metabolism; Selenium Micronutrient Network; Folate Metabolism"	"Thyroid hormone synthesis"	"0"	"730.1"	"138.5"	"135.2"	"107.3"	"147.6"	"123.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P62753"	"40S ribosomal protein S6 OS=Homo sapiens GN=RPS6 PE=1 SV=1"	"11"	"3"	"18"	"3"	"1"	"249"	"28.7"	"10.84"	"30.96"	"3"	"cell death;cell differentiation;cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytosol;membrane;nucleus;ribosome"	"protein binding;RNA binding;structural molecule activity"	"Pf01092"	"6194"	"ENSG00000137154.12"	"RPS6"	"9"	"VEGFA-VEGFR2 Signaling Pathway; Oncostatin M Signaling Pathway; Prolactin Signaling Pathway; Leptin signaling pathway; Interferon type I signaling pathways; Kit receptor signaling pathway; IL-2 Signaling Pathway; Mecp2 and Associated Rett Syndrome; Brain-Derived Neurotrophic Factor (BDNF) signaling pathway; Interleukin-11 Signaling Pathway; Follicle Stimulating Hormone (FSH) signaling pathway; Human Thyroid Stimulating Hormone (TSH) signaling pathway; Cytoplasmic Ribosomal Proteins; IL-5 Signaling Pathway; Focal Adhesion-PI3K-Akt-mTOR-signaling pathway"	"Ribosome; Insulin signaling pathway; HIF-1 signaling pathway; EGFR tyrosine kinase inhibitor resistance; Proteoglycans in cancer; mTOR signaling pathway; PI3K-Akt signaling pathway"	"0"	"520.2"	"1098.8"	"999.6"	"634.6"	"533.6"	"643.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q14166"	"Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens GN=TTLL12 PE=1 SV=2"	"3"	"2"	"12"	"2"	"1"	"644"	"74.4"	"5.53"	"30.08"	"2"	"metabolic process"	""	"catalytic activity;nucleotide binding"	"Pf03133"	"23170"	"ENSG00000100304.12"	"TTLL12"	"22"	""	""	"0"	"303.3"	"770.2"	"546.6"	"541.6"	"331.3"	"512.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q14566"	"DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1"	"9"	"7"	"30"	"7"	"1"	"821"	"92.8"	"5.41"	"29.79"	"7"	"metabolic process"	"nucleus"	"catalytic activity;DNA binding;nucleotide binding;protein binding"	"Pf00493, Pf01078, Pf07728, Pf14551"	"4175"	"ENSG00000076003.4"	"MCM6"	"2"	"Retinoblastoma (RB) in Cancer; Cell Cycle; DNA Replication; G1 to S cell cycle control"	"DNA replication; Cell cycle"	"0"	"461.2"	"979.1"	"880.7"	"576.5"	"596.7"	"703.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P11586"	"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3"	"5"	"5"	"19"	"5"	"1"	"935"	"101.5"	"7.30"	"29.33"	"5"	"metabolic process"	"cytoplasm;cytosol;membrane;mitochondrion"	"catalytic activity;nucleotide binding;protein binding"	"Pf00763, Pf01268, Pf02882"	"4522"	""	"MTHFD1"	"14"	"One Carbon Metabolism; Trans-sulfuration and one carbon metabolism; Folate Metabolism"	"One carbon pool by folate; Metabolic pathways"	"0"	"331.9"	"719.5"	"590.8"	"383.8"	"354.2"	"464.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P07814"	"Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5"	"2"	"3"	"15"	"3"	"1"	"1512"	"170.5"	"7.33"	"29.30"	"3"	"cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus"	"cytoplasm;cytosol;membrane"	"catalytic activity;metal ion binding;nucleotide binding;protein binding;RNA binding"	"Pf00458, Pf00587, Pf00749, Pf01406, Pf03129, Pf03950, Pf09180, Pf14497"	"2058"	"ENSG00000136628.17"	"EPRS"	"1"	"Amino Acid metabolism; Parkinsons Disease Pathway"	"Porphyrin and chlorophyll metabolism; Aminoacyl-tRNA biosynthesis; Metabolic pathways"	"0"	"369.9"	"940.6"	"777.3"	"616.3"	"629.3"	"878.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q02413"	"Desmoglein-1 OS=Homo sapiens GN=DSG1 PE=1 SV=2"	"4"	"3"	"18"	"3"	"1"	"1049"	"113.7"	"5.03"	"29.06"	"3"	"cell death;cell organization and biogenesis;regulation of biological process;response to stimulus;transport"	"cytoskeleton;cytosol;membrane"	"metal ion binding;protein binding"	"Pf00028, Pf01049"	"1828"	"ENSG00000134760.5"	"DSG1"	"18"	""	"Staphylococcus aureus infection"	"0"	"1633.8"	"228.0"	"202.2"	"171.6"	"393.4"	"190.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q00610"	"Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5"	"4"	"5"	"13"	"5"	"1"	"1675"	"191.5"	"5.69"	"28.83"	"5"	"cell differentiation;cell division;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytoskeleton;cytosol;endosome;membrane;vacuole"	"protein binding;RNA binding;structural molecule activity"	"Pf00637, Pf01394, Pf04053, Pf09268, Pf13838"	"1213"	"ENSG00000141367.11"	"CLTC"	"17"	"VEGFA-VEGFR2 Signaling Pathway; Synaptic Vesicle Pathway; Complement and Coagulation Cascades"	"Lysosome; Endocytosis; Huntington's disease; Endocrine and other factor-regulated calcium reabsorption; Bacterial invasion of epithelial cells; Synaptic vesicle cycle"	"0"	"239.3"	"661.5"	"533.7"	"399.9"	"353.0"	"537.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9UKK9"	"ADP-sugar pyrophosphatase OS=Homo sapiens GN=NUDT5 PE=1 SV=1"	"11"	"2"	"11"	"2"	"1"	"219"	"24.3"	"4.94"	"28.34"	"2"	"cell organization and biogenesis;metabolic process"	"cytosol;nucleus"	"catalytic activity;metal ion binding;protein binding;RNA binding"	"Pf00293"	"11164"	"ENSG00000165609.12"	"NUDT5"	"10"	""	"Purine metabolism"	"0"	"130.8"	"219.2"	"196.2"	"82.6"	"72.7"	"88.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P15153"	"Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens GN=RAC2 PE=1 SV=1"	"9"	"2"	"12"	"2"	"1"	"192"	"21.4"	"7.61"	"27.94"	"2"	"cell organization and biogenesis;regulation of biological process;response to stimulus"	"cytoplasm;cytosol;membrane"	"catalytic activity;enzyme regulator activity;nucleotide binding;protein binding"	"Pf00025, Pf00071, Pf08477"	"5880"	"ENSG00000128340.14"	"RAC2"	"22"	"DNA Damage Response (only ATM dependent); RalA downstream regulated genes; MAPK Signaling Pathway; Integrin-mediated Cell Adhesion; B Cell Receptor Signaling Pathway; Chemokine signaling pathway; Insulin Signaling; Focal Adhesion; Regulation of Actin Cytoskeleton; Microglia Pathogen Phagocytosis Pathway"	"Pancreatic cancer; B cell receptor signaling pathway; VEGF signaling pathway; Rap1 signaling pathway; MAPK signaling pathway; Colorectal cancer; Natural killer cell mediated cytotoxicity; Pathways in cancer; Wnt signaling pathway; Focal adhesion; Choline metabolism in cancer; Adherens junction; Regulation of actin cytoskeleton; Leukocyte transendothelial migration; Sphingolipid signaling pathway; Fc epsilon RI signaling pathway; Viral myocarditis; Ras signaling pathway; Fc gamma R-mediated phagocytosis; Chemokine signaling pathway; Axon guidance; cAMP signaling pathway"	"0"	"509.4"	"1103.9"	"947.2"	"586.3"	"535.2"	"649.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9BS26"	"Endoplasmic reticulum resident protein 44 OS=Homo sapiens GN=ERP44 PE=1 SV=1"	"6"	"3"	"14"	"3"	"1"	"406"	"46.9"	"5.26"	"27.78"	"3"	"cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport"	"cell surface;endoplasmic reticulum;extracellular;membrane;organelle lumen"	"catalytic activity;metal ion binding;protein binding"	"Pf00085, Pf01216, Pf07449, Pf13098, Pf13848"	"23071"	"ENSG00000023318.7"	"ERP44"	"9"	""	""	"0"	"427.4"	"702.9"	"589.9"	"324.2"	"309.9"	"367.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q15365"	"Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2"	"14"	"4"	"18"	"2"	"1"	"356"	"37.5"	"7.09"	"27.60"	"4"	"metabolic process;regulation of biological process"	"cytoplasm;cytosol;membrane;nucleus"	"DNA binding;protein binding;RNA binding"	"Pf00013, Pf13014"	"5093"	"ENSG00000169564.6"	"PCBP1"	"2"	""	"Spliceosome"	"2"	"341.3"	"549.2"	"518.0"	"294.5"	"324.6"	"369.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P25205"	"DNA replication licensing factor MCM3 OS=Homo sapiens GN=MCM3 PE=1 SV=3"	"9"	"6"	"25"	"6"	"1"	"808"	"90.9"	"5.77"	"27.56"	"6"	"metabolic process"	"cytoplasm;membrane;nucleus"	"catalytic activity;DNA binding;nucleotide binding;protein binding"	"Pf00493, Pf01078, Pf07728, Pf14551"	"4172"	"ENSG00000112118.18"	"MCM3"	"6"	"Retinoblastoma (RB) in Cancer; Cell Cycle; DNA Replication; G1 to S cell cycle control"	"DNA replication; Cell cycle"	"0"	"429.1"	"961.4"	"876.9"	"517.4"	"426.2"	"536.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P27348"	"14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1"	"16"	"3"	"12"	"2"	"1"	"245"	"27.7"	"4.78"	"27.55"	"3"	"cell organization and biogenesis;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytosol;membrane;mitochondrion"	"protein binding"	"Pf00244"	"10971"	"ENSG00000134308.13"	"YWHAQ"	"2"	"Pathogenic Escherichia coli infection; Calcium Regulation in the Cardiac Cell; IL-3 Signaling Pathway; Primary Focal Segmental Glomerulosclerosis FSGS; Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways; Myometrial Relaxation and Contraction Pathways; Cell Cycle"	"Viral carcinogenesis; Pathogenic Escherichia coli infection; Hepatitis B; Epstein-Barr virus infection; Hippo signaling pathway; Oocyte meiosis; Cell cycle; PI3K-Akt signaling pathway"	"0"	"242.4"	"365.2"	"331.7"	"194.8"	"189.0"	"227.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P46782"	"40S ribosomal protein S5 OS=Homo sapiens GN=RPS5 PE=1 SV=4"	"8"	"2"	"13"	"2"	"1"	"204"	"22.9"	"9.72"	"27.23"	"2"	"cell organization and biogenesis;metabolic process;regulation of biological process;transport"	"cytosol;membrane;ribosome"	"protein binding;RNA binding;structural molecule activity"	"Pf00177"	"6193"	"ENSG00000083845.8"	"RPS5"	"19"	"Cytoplasmic Ribosomal Proteins"	"Ribosome"	"0"	"836.9"	"1272.9"	"1143.7"	"549.4"	"509.3"	"624.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q00839"	"Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6"	"5"	"4"	"20"	"4"	"1"	"825"	"90.5"	"6.00"	"27.17"	"4"	"cell differentiation;metabolic process;regulation of biological process;response to stimulus"	"cell surface;chromosome;cytoplasm;membrane;nucleus;spliceosomal complex"	"DNA binding;nucleotide binding;protein binding;RNA binding"	"Pf00622, Pf13671"	"3192"	"ENSG00000153187.18"	"HNRNPU"	"1"	"mRNA Processing"	"Spliceosome"	"0"	"261.5"	"679.4"	"577.9"	"352.8"	"363.4"	"459.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P07195"	"L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2"	"10"	"3"	"14"	"2"	"1"	"334"	"36.6"	"6.05"	"27.10"	"3"	"metabolic process"	"cytoplasm;cytosol;membrane;mitochondrion"	"catalytic activity;nucleotide binding;protein binding"	"Pf00056, Pf02866"	"3945"	"ENSG00000111716.12"	"LDHB"	"12"	"Glycolysis and Gluconeogenesis"	"Propanoate metabolism; Pyruvate metabolism; Glucagon signaling pathway; Glycolysis / Gluconeogenesis; Metabolic pathways; Cysteine and methionine metabolism"	"1"	"383.9"	"725.0"	"694.7"	"354.6"	"231.9"	"310.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q08554"	"Desmocollin-1 OS=Homo sapiens GN=DSC1 PE=1 SV=2"	"6"	"5"	"16"	"5"	"1"	"894"	"99.9"	"5.43"	"26.93"	"5"	"cell death;transport"	"cytoskeleton;membrane"	"metal ion binding"	"Pf00028, Pf01049, Pf08758"	"1823"	"ENSG00000134765.9"	"DSC1"	"18"	""	""	"0"	"1848.4"	"209.7"	"205.7"	"153.4"	"316.2"	"131.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O95202"	"LETM1 and EF-hand domain-containing protein 1, mitochondrial OS=Homo sapiens GN=LETM1 PE=1 SV=1"	"6"	"4"	"16"	"4"	"1"	"739"	"83.3"	"6.70"	"26.55"	"4"	"cell organization and biogenesis;cellular homeostasis;transport"	"membrane;mitochondrion"	"metal ion binding;protein binding;transporter activity"	"Pf07766, Pf13833"	"3954"	"ENSG00000168924.14"	"LETM1"	"4"	""	""	"0"	"190.4"	"898.5"	"695.6"	"163.2"	"834.7"	"826.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P78385"	"Keratin, type II cuticular Hb3 OS=Homo sapiens GN=KRT83 PE=1 SV=2"	"11"	"5"	"10"	"2"	"1"	"493"	"54.2"	"5.64"	"26.44"	"5"	"cell death;regulation of biological process;transport"	"cytosol"	"catalytic activity;motor activity;protein binding;structural molecule activity"	"Pf00038, Pf01576, Pf05557, Pf05911, Pf07888, Pf07926, Pf09726, Pf10174, Pf11559, Pf12128, Pf13166"	"3889"	"ENSG00000170523.3"	"KRT83"	"12"	""	""	"2"	"257.2"	"144.1"	"2282.7"	"94.4"	"108.5"	"101.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q13247"	"Serine/arginine-rich splicing factor 6 OS=Homo sapiens GN=SRSF6 PE=1 SV=2"	"17"	"6"	"18"	"5"	"1"	"344"	"39.6"	"11.43"	"26.42"	"6"	"cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport"	"nucleus"	"protein binding;RNA binding"	"Pf00076, Pf08777, Pf13893, Pf14259"	"6431"	"ENSG00000124193.14"	"SRSF6"	"20"	"mRNA Processing"	"Spliceosome; Herpes simplex infection"	"1"	"516.7"	"833.3"	"767.3"	"522.0"	"438.8"	"515.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P13489"	"Ribonuclease inhibitor OS=Homo sapiens GN=RNH1 PE=1 SV=2"	"15"	"5"	"12"	"5"	"1"	"461"	"49.9"	"4.82"	"26.41"	"5"	"metabolic process;regulation of biological process"	"cytoplasm;cytosol"	"enzyme regulator activity;protein binding"	""	"6050"	"ENSG00000276230.4; ENSG00000023191.16"	"RNH1"	"11; CHR_HSCHR11_1_CTG8"	""	""	"0"	"309.3"	"481.2"	"415.4"	"235.9"	"211.0"	"244.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P50395"	"Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2"	"4"	"2"	"10"	"2"	"1"	"445"	"50.6"	"6.47"	"25.82"	"2"	"metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytosol;extracellular;membrane;organelle lumen"	"catalytic activity;enzyme regulator activity;protein binding;RNA binding"	"Pf00996"	"2665"	"ENSG00000057608.16"	"GDI2"	"10"	""	""	"0"	"399.8"	"734.4"	"681.9"	"510.4"	"468.5"	"564.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P05141"	"ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7"	"7"	"2"	"13"	"2"	"1"	"298"	"32.8"	"9.69"	"25.73"	"2"	"regulation of biological process;transport"	"membrane;mitochondrion;nucleus"	"protein binding;RNA binding;transporter activity"	"Pf00153"	"292"	"ENSG00000005022.5"	"SLC25A5"	"X"	"Electron Transport Chain"	"cGMP-PKG signaling pathway; Huntington's disease; HTLV-I infection; Parkinson's disease; Calcium signaling pathway"	"0"	"387.8"	"1154.2"	"981.7"	"516.0"	"1102.5"	"1014.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q01518"	"Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5"	"6"	"2"	"11"	"2"	"1"	"475"	"51.9"	"8.06"	"25.60"	"2"	"cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytoskeleton;extracellular;membrane;organelle lumen"	"protein binding"	"Pf01213, Pf07986, Pf08603"	"10487"	"ENSG00000131236.16"	"CAP1"	"1"	"Insulin Signaling; Angiopoietin Like Protein 8 Regulatory Pathway"	""	"0"	"141.9"	"270.2"	"218.7"	"166.3"	"162.0"	"230.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4"	"14"	"5"	"18"	"5"	"1"	"531"	"57.9"	"7.84"	"25.45"	"5"	"cell death;cell organization and biogenesis;metabolic process;response to stimulus;transport"	"cytoplasm;cytosol;extracellular;mitochondrion;nucleus;organelle lumen"	"catalytic activity;metal ion binding;nucleotide binding;protein binding;RNA binding"	"Pf00224, Pf02887"	"5315"	"ENSG00000067225.17"	"PKM"	"15"	"Photodynamic therapy-induced HIF-1 survival signaling; Amino Acid metabolism; Glycolysis and Gluconeogenesis"	"Viral carcinogenesis; Central carbon metabolism in cancer; Carbon metabolism; Purine metabolism; Pyruvate metabolism; Type II diabetes mellitus; Glucagon signaling pathway; Glycolysis / Gluconeogenesis; Biosynthesis of amino acids; Metabolic pathways"	"0"	"329.4"	"533.5"	"473.0"	"267.3"	"228.3"	"266.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P49321"	"Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2"	"4"	"4"	"16"	"4"	"1"	"788"	"85.2"	"4.30"	"25.34"	"4"	"cell organization and biogenesis;cell proliferation;metabolic process;response to stimulus;transport"	"cytoplasm;nucleus"	"protein binding"	"Pf00515, Pf10516, Pf13414, Pf13424"	"4678"	"ENSG00000132780.16"	"NASP"	"1"	""	""	"0"	"916.5"	"1139.5"	"1065.4"	"473.9"	"530.5"	"734.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P05165"	"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens GN=PCCA PE=1 SV=4"	"5"	"3"	"9"	"3"	"1"	"728"	"80.0"	"7.52"	"23.68"	"3"	"metabolic process"	"cytosol;extracellular;mitochondrion;organelle lumen"	"catalytic activity;metal ion binding;nucleotide binding;protein binding"	"Pf00289, Pf00364, Pf01071, Pf02222, Pf02258, Pf02785, Pf02786, Pf07478, Pf08442, Pf08443, Pf13437, Pf13533, Pf13535, Pf13549, Pf15632"	"5095"	"ENSG00000175198.15"	"PCCA"	"13"	""	"Propanoate metabolism; Carbon metabolism; Metabolic pathways; Glyoxylate and dicarboxylate metabolism; Valine, leucine and isoleucine degradation"	"0"	"124.7"	"221.5"	"207.7"	"362.3"	"587.9"	"660.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P15311"	"Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4"	"5"	"4"	"13"	"4"	"1"	"586"	"69.4"	"6.27"	"23.59"	"4"	"cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytoskeleton;cytosol;endosome;membrane"	"protein binding;RNA binding"	"Pf00373, Pf00769, Pf09379, Pf09380"	"7430"	"ENSG00000092820.17"	"EZR"	"6"	"AGE/RAGE pathway; Regulation of Actin Cytoskeleton; VEGFA-VEGFR2 Signaling Pathway; Pathogenic Escherichia coli infection"	"Pathogenic Escherichia coli infection; MicroRNAs in cancer; Proteoglycans in cancer; Regulation of actin cytoskeleton; Leukocyte transendothelial migration; Gastric acid secretion"	"0"	"474.6"	"804.9"	"707.6"	"405.0"	"409.5"	"482.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9Y617"	"Phosphoserine aminotransferase OS=Homo sapiens GN=PSAT1 PE=1 SV=2"	"7"	"3"	"12"	"3"	"1"	"370"	"40.4"	"7.66"	"23.46"	"3"	"metabolic process"	"cytoplasm;cytosol"	"catalytic activity"	"Pf00266"	"29968"	"ENSG00000135069.13"	"PSAT1"	"9"	"Trans-sulfuration and one carbon metabolism"	"Vitamin B6 metabolism; Carbon metabolism; Glycine, serine and threonine metabolism; Biosynthesis of amino acids; Metabolic pathways"	"0"	"311.8"	"684.5"	"653.8"	"574.6"	"468.2"	"604.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P61978"	"Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1"	"13"	"4"	"15"	"4"	"1"	"463"	"50.9"	"5.54"	"23.45"	"4"	"metabolic process;regulation of biological process;response to stimulus"	"cytoplasm;membrane;nucleus;spliceosomal complex"	"DNA binding;protein binding;RNA binding"	"Pf00013, Pf08067, Pf13014, Pf13083"	"3190"	"ENSG00000165119.20"	"HNRNPK"	"9"	"mRNA Processing"	"Viral carcinogenesis; MicroRNAs in cancer; Spliceosome; Herpes simplex infection"	"0"	"575.1"	"766.9"	"782.2"	"362.7"	"374.9"	"421.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O43175"	"D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4"	"5"	"2"	"8"	"2"	"1"	"533"	"56.6"	"6.71"	"23.45"	"2"	"metabolic process"	"cytosol"	"catalytic activity;nucleotide binding"	"Pf00389, Pf02826"	"26227"	"ENSG00000092621.11"	"PHGDH"	"1"	"Trans-sulfuration and one carbon metabolism"	"Carbon metabolism; Glycine, serine and threonine metabolism; Biosynthesis of amino acids; Metabolic pathways"	"0"	"376.9"	"443.4"	"403.9"	"265.3"	"290.8"	"316.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q14532"	"Keratin, type I cuticular Ha2 OS=Homo sapiens GN=KRT32 PE=1 SV=3"	"7"	"3"	"15"	"1"	"1"	"448"	"50.3"	"4.84"	"23.40"	"3"	"cell death;cell organization and biogenesis"	"cytoskeleton;cytosol"	"catalytic activity;motor activity;structural molecule activity"	"Pf00038, Pf01576, Pf05287, Pf06160, Pf12128, Pf13514"	"3882"	"ENSG00000108759.3"	"KRT32"	"17"	""	""	"0"	"10.6"	"17.2"	"130.2"	"15.5"	"13.1"	"13.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P43243"	"Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2"	"7"	"5"	"15"	"5"	"1"	"847"	"94.6"	"6.25"	"23.37"	"5"	"defense response;regulation of biological process;response to stimulus"	"membrane;nucleus"	"metal ion binding;protein binding;RNA binding;structural molecule activity"	"Pf00076, Pf13893, Pf14259"	"9782"	"ENSG00000015479.18; ENSG00000280987.4"	"MATR3"	"5"	""	""	"0"	"203.8"	"401.0"	"354.6"	"185.6"	"204.4"	"257.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9UQ80"	"Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3"	"5"	"2"	"11"	"2"	"1"	"394"	"43.8"	"6.55"	"22.87"	"2"	"cell proliferation;metabolic process;regulation of biological process;transport"	"cytoplasm;extracellular;membrane;nucleus;organelle lumen"	"DNA binding;protein binding;RNA binding"	"Pf00557"	"5036"	"ENSG00000170515.13"	"PA2G4"	"12"	""	""	"0"	"610.2"	"1032.9"	"999.4"	"617.9"	"544.4"	"686.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
